"N° CAS";"NOM SA";"CLASSEMENT RÉFÉRENCE";"CLASSEMENT DATE";"CLASSEMENT CATÉGORIE DANGER";"CLASSEMENT CODE H";"CLASSEMENT MENTION DANGER";"FACTEUR M VALEUR";"FACTEUR M ORIGINE";"FACTEUR M DATE"
"102851-06-9";"tau-fluvalinate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Irritant pour la peau, catégorie 2";"H315";"Provoque une irritation cutanée";;"";
"102851-06-9";"tau-fluvalinate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"107534-96-3";"tebuconazole";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";24/07/15
"107534-96-3";"tebuconazole";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";24/07/15
"107534-96-3";"tebuconazole";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"107534-96-3";"tebuconazole";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"112410-23-8";"tebufenozide";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";02/10/13
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Sensibilisation cutanée, catégorie 1B";"H317";"Peut provoquer une allergie cutanée";;"";
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"119168-77-3";"tebufenpyrad";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";02/10/13
"83121-18-0";"teflubenzuron";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Sans classement";"Sans classement";"Sans classement";;"";
"79538-32-2";"tefluthrine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 2";"H300";"Mortel en cas d'ingestion";;"";
"79538-32-2";"tefluthrine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie cutanée), catégorie 2";"H310";"Mortel par contact cutané";;"";
"79538-32-2";"tefluthrine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par inhalation), catégorie 1";"H330";"Mortel par inhalation";;"";
"79538-32-2";"tefluthrine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10000;"UE";04/05/17
"79538-32-2";"tefluthrine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10000;"UE";04/05/17
"335104-84-2";"tembotrione";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"335104-84-2";"tembotrione";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"335104-84-2";"tembotrione";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"335104-84-2";"tembotrione";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";17/09/13
"335104-84-2";"tembotrione";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";17/09/13
"5915-41-3";"terbuthylazine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"5915-41-3";"terbuthylazine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"5915-41-3";"terbuthylazine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";04/05/17
"5915-41-3";"terbuthylazine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";04/05/17
"112281-77-3";"tetraconazole";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"112281-77-3";"tetraconazole";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"112281-77-3";"tetraconazole";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"148-79-8";"thiabendazole";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";18/04/19
"148-79-8";"thiabendazole";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";18/04/19
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";04/05/17
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité spécifique pour certains organes cibles - Exposition unique - Effets narcotiques, catégorie 3";"H336";"Peut provoquer somnolence ou des vertiges";;"";
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité pour la reproduction, catégorie 1B(FD)";"H360FD";"Peut nuire à la fertilité. Peut nuire au foetus";;"";
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";04/05/17
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"111988-49-9";"thiacloprid";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"153719-23-4";"thiamethoxam";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";11/03/21
"153719-23-4";"thiamethoxam";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";11/03/21
"153719-23-4";"thiamethoxam";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"153719-23-4";"thiamethoxam";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité pour la reproduction, catégorie 2(fd)";"H361fd";"Susceptible de nuire à la fertilité. Susceptible de nuire au foetus";;"";
"317815-83-1";"thiencarbazone-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1000;"UE";19/05/20
"317815-83-1";"thiencarbazone-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1000;"UE";19/05/20
"79277-27-3";"thifensulfuron methyle";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";04/10/18
"79277-27-3";"thifensulfuron methyle";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";04/10/18
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";11/03/21
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Mutagénicité sur les cellules germinales, catégorie 2";"H341";"Susceptible d'induire des anomalies génétiques";;"";
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";11/03/21
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"23564-05-8";"thiophanate-methyl";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"57018-04-9";"Tolclophos methyle";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";11/03/21
"57018-04-9";"Tolclophos methyle";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";11/03/21
"57018-04-9";"Tolclophos methyle";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"87820-88-0";"tralkoxydime";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"87820-88-0";"tralkoxydime";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"87820-88-0";"tralkoxydime";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"55219-65-3";"triadimenol";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité pour la reproduction, catégorie 1B";"H360";"Peut nuire à la fertilité ou au foetus";;"";
"55219-65-3";"triadimenol";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"55219-65-3";"triadimenol";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"55219-65-3";"triadimenol";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Effet sur ou via la lactation, catégorie Lacta.";"H362";"Peut être nocif pour les bébés nourris au lait maternel";;"";
"2303-17-5";"tri-allate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";19/01/16
"2303-17-5";"tri-allate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"2303-17-5";"tri-allate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"2303-17-5";"tri-allate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"2303-17-5";"tri-allate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";19/01/16
"101200-48-0";"tribenuron-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"101200-48-0";"tribenuron-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"101200-48-0";"tribenuron-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";19/05/20
"101200-48-0";"tribenuron-methyl";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";19/05/20
"055335-06-3";"triclopyr";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 3";"H412";"Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme";;"";
