(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) restrictions usage;(produit) restrictions usage libelle;(produit) Substances actives;(produit) fonctions;(produit) formulations;(produit) Etat d’autorisation;(produit) Date de retrait du produit;(produit) Date de première autorisation;(produit) Numéro AMM du produit de référence;(produit) Nom du produit de référence;
PPP;9200285;GENESIS;;MONSANTO SAS;Produit de référence;;;;;clofencet (Clofencet) 244.0 g/L;;Liquide;RETIRE;08/12/2003;01/02/1993;;;
PPP;9200286;CASTELLAN M;;AGREVO FRANCE S.A.;Produit de référence;;;;;fluquinconazole (Fluquinconazole) 3.3 % | mancozèbe (Mancozeb) 53.3 %;Fongicide;Granulé dispersable;RETIRE;04/12/1998;01/06/1993;;;
PPP;9200290;CASSAT;;PHYTEUROP;Produit de référence;;;;;cyfluthrine (Cyfluthrin) 6.25 g/L | endosulfan (Endosulfan) 175.0 g/L;;Concentré émulsionnable;RETIRE;17/05/2014;01/10/1993;;;
PPP;9200291;ALERT;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;carbendazime (Carbendazim) 250.0 g/L | flusilazole (Flusilazole) 125.0 g/L;;Liquide;RETIRE;06/02/2004;01/10/1993;;;
PPP;9200292;ROUNDUP GEOFORCE;;MONSANTO SAS;Produit de référence;;;;;glyphosate sel monosodium (Glyphosate) 42.0 %;Herbicide;Granulé soluble dans l'eau;RETIRE;09/06/2005;01/06/1993;;;
PPP;9200294;SIL ALL;;ALLTECH FRANCE;Produit de référence;;;;;Lactobacillus plantarum (Lactobacillus plantarum) 38.0 % | Pediococcus acidilactici (Pediococcus acidilactici) 19.0 % | Streptococcus faecium (Streptococcus faecium) 38.0 %;;Poudre à pulvériser;RETIRE;01/10/1995;01/02/1993;;;
PPP;9200297;FERIAL BLE;;BAYER SAS;Deuxième gamme;;;;;anthraquinone (Anthraquinone) 125.0 g/L | bitertanol (Bitertanol) 37.5 g/L | imidaclopride (Imidacloprid) 175.0 g/L;Fongicide | Insecticide;Suspension concentrée pour traitement des semences;RETIRE;16/06/2009;01/10/1993;9200297;FERIAL BLE;
PPP;9200300;BUT;;BAYER SAS;Produit de référence;;;;;bromuconazole (Bromuconazole) 133.0 g/L | iprodione (Iprodione) 266.0 g/L;;Suspension concentrée;RETIRE;06/06/2003;01/12/1993;;;
PPP;9200301;CONCEPT 727;;RHONE POULENC AGRO FRANCE;Produit de revente;;;;;anthraquinone (Anthraquinone) 84.0 g/L | triticonazole (Triticonazole) 200.0 g/L;Fongicide;Suspension concentrée;RETIRE;06/06/2003;01/06/1993;9300183;REAL;
PPP;9200302;TARGA PRESTIGE;;PHILAGRO;Produit de référence;;;;;quizalofop-P-éthyl (Quizalofop-P-ethyl) 50.0 g/L;;Concentré émulsionnable;RETIRE;22/08/2014;01/10/1993;;;
PPP;9200303;MIKALIX;;BAYER SAS;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 200.0 g/kg | fosétyl (Fosetyl) 300.0 g/kg;;Poudre mouillable;RETIRE;06/10/2006;01/10/1993;;;
PPP;9200304;CAP 25;;BAYER SAS;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 250.0 g/kg | fosétyl (Fosetyl) 250.0 g/kg;;Poudre mouillable;RETIRE;06/10/2006;01/10/1993;;;
PPP;9200305;BENCHMARK GT;;RHODIAGRI LITTORALE;Produit de revente;;;;;diflufénicanil (Diflufenican) 100.0 g/L | flurtamone (Flurtamone) 250.0 g/L;Herbicide;Suspension concentrée;RETIRE;01/10/1997;01/02/1997;9400134;CARAT;
PPP;9200306;CELEST;;SYNGENTA FRANCE SAS;Produit de référence;;;;;anthraquinone (Anthraquinone) 250.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L;Fongicide;Suspension concentrée;RETIRE;16/06/2009;01/04/1993;;;
PPP;9200307;CELEST CG;;CIBA GEIGY;Produit de référence;;;;;anthraquinone (Anthraquinone) 250.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L;Fongicide;Suspension concentrée;RETIRE;06/02/2004;01/04/1993;;;
PPP;9200308;REGENT MG;;BAYER SAS;Produit de référence;;;;;fipronil (Fipronil) 2.0 %;Insecticide;Microgranulé;RETIRE;06/06/2003;01/06/1993;;;
PPP;9200310;WING;;BASF FRANCE SAS;Produit de référence;;;;;pendiméthaline (Pendimethalin) 250.0 g/L | diméthénamide (Dimethenamid) 250.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;20/06/2007;01/04/1996;;;
PPP;9200311;REICO TOTAL CHOC.;;REICO   FRANCE;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 9.0 g/L | amitrole (Amitrole) 105.0 g/L | MCPA sel d'amine (MCPA) 12.0 g/L;Herbicide;Liquide;RETIRE;01/10/1998;01/10/1992;;;
PPP;9200315;LIBERTE;;PEPRO  DEP.RHONE POULENC AGROCHIMIE;Produit de référence;;;;;bromuconazole (Bromuconazole) 200.0 g/L | diniconazole (Diniconazole) 45.0 g/L;;Concentré émulsionnable;RETIRE;17/10/2006;01/12/1993;;;
PPP;9200316;VECTRA;;BAYER SAS;Produit de référence;;;;;bromuconazole (Bromuconazole) 100.0 g/L;Fongicide;Suspension concentrée;RETIRE;17/10/2006;01/04/1994;;;
PPP;9200318;PENDIRON;;CYANAMID AGRO;Produit de référence;;;;;Chlortoluron (Chlorotoluron) 300.0 g/L | pendiméthaline (Pendimethalin) 150.0 g/L;;Suspension concentrée;RETIRE;01/02/1995;01/10/1993;;;
PPP;9200321;TALONIL 500;;JOHN ET STEPHEN B.;Produit de référence;;;;;chlorothalonil (Chlorothalonil) 500.0 g/L;;Suspension concentrée;RETIRE;02/11/2006;01/10/1993;;;
PPP;9200323;RPJ DESHERBANT TOTAL SYSTEMIQUE;;Evergreen Garden Care France SAS;Produit de référence;;;;;diuron (Diuron) 30.0 % | glyphosate (Glyphosate) 15.0 %;Herbicide;Liquide;RETIRE;04/04/2003;01/02/1995;;;
PPP;9200324;APPAT SOL RPJ;;Evergreen Garden Care France SAS;Produit de revente;;Emploi autorisé dans les jardins;;;carbaryl (Carbaryl) 5.0 %;;Appât sur grains;RETIRE;16/10/2006;01/02/1995;7400075;SEVIN APPAT;
PPP;9200325;INSECTOBIOL;;SAMABIOL;Produit de revente;;;;;Bacillus thuringiensis subsp. kurstaki SOUCHE: ABTS 351 Collection de cultu (Bacillus thuringiensis subsp. kurstaki strain ABTS 351) 3.2 %;;Poudre mouillable;RETIRE;01/10/1997;01/12/1992;8700670;DIPEL PM JARDIN;
PPP;9200326;ANGARA;;DOW AGROSCIENCES SAS;Produit de revente;;;;;bromoxynil ester octanoïque (Bromoxynil) 133.0 g/L | fluroxypyr ester 1-méthylheptyl (Fluroxypyr) 100.0 g/L | ioxynil ester octanoïque (Ioxynil) 100.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;16/09/2005;01/10/1992;8500535;STARANE 611;
PPP;9200327;SIMALON PLUS;;PHYTORUS;Produit de référence;;;;;diuron (Diuron) 250.0 g/L | simazine (Simazine) 250.0 g/L;Herbicide;Liquide;RETIRE;01/10/1997;01/10/1994;;;
PPP;9200330;VECTRA BN;;BAYER SAS;Produit de référence;;;;;bromuconazole (Bromuconazole) 200.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;28/06/2006;01/12/1993;;;
PPP;9200332;LIMATEX R;;FLORENDI JARDIN SAS;Produit de revente;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Microgranulé;RETIRE;28/06/2006;01/10/1992;8900124;ANTILIMACES CLARTEX + R;
PPP;9200333;INSECTIL'C;;FLORENDI JARDIN SAS;Produit de revente;;Emploi autorisé dans les jardins;;;cyperméthrine (Cypermethrin) 10.0 g/L;Adjuvant;Concentré émulsionnable;RETIRE;04/05/2011;01/02/1993;8400218;RIPCORD 1 EAT;
PPP;9200334;LIMATEX.;;FLORENDI JARDIN SAS;Produit de revente;;;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Microgranulé;RETIRE;28/06/2006;01/10/1992;5700194;ANTILIMACES CLARTEX;
PPP;9200341;GITEC L;;BIOTECNAT;Produit de référence;;;;;Acide gibberellique (Acide gibberellique) 2.0 %;;Liquide;RETIRE;17/10/2006;01/02/1994;;;
PPP;9200344;VENTOSE JA;;LETELLIER;Deuxième gamme;;;;;soufre micronisé (Sulphur) 80.0 %;;Poudre mouillable;RETIRE;15/06/1999;01/12/1992;5600145;VENTOSE COLLOMIC;
PPP;9200345;BOUILLIE OREAL JA;;LETELLIER;Deuxième gamme;;;;;sulfate de cuivre (Copper compounds) 20.0 %;;Poudre mouillable;RETIRE;15/06/1999;01/10/1992;6600447;BOUILLIE OREAL;
PPP;9200346;I-PAC;;CYANAMID AGRO;Produit de revente;;;;;isoproturon (Isoproturon) 500.0 g/L;;Suspension concentrée;RETIRE;07/12/2001;01/10/1992;8200307 | 8200307;ARELON DISPERSION | ARELON DISPERSION;
PPP;9200350;SOMAZINC F;;SOFT;Produit de revente;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 15.0 % | folpel (Folpet) 15.0 % | manèbe (Maneb) 12.0 % | zinèbe (Zineb) 12.0 %;;Poudre mouillable;RETIRE;20/10/2001;01/10/1992;7200066;CUPRADOR II;
PPP;9200351;SOFOL;;SOFT;Produit de revente;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 20.0 % | folpel (Folpet) 30.0 %;;Poudre mouillable;RETIRE;13/10/2008;01/10/1992;7700779;FOLDORCUPRIQUE B;
PPP;9200353;TRISOFEX ACARICIDE;;SOFT;Produit de revente;;;;;dicofol (Dicofol) 1.5 % | folpel (Folpet) 5.0 % | parathion-méthyl (Parathion-methyl) 2.0 % | soufre triture ventile (Sulphur) 60.0 %;;Poudre à pulvériser;RETIRE;08/12/2003;01/10/1992;7000368;METYLFOLDOR ACARICIDE;
PPP;9200354;SOZINEBE C;;SOFT;Produit de revente;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 37.5 % | zinèbe (Zineb) 15.0 %;;Poudre mouillable;RETIRE;20/10/2001;01/10/1992;6100417;CUPRADOR I;
PPP;9200355;SOCARION ACARICIDE;;SOFT;Produit de revente;;;;;dicofol (Dicofol) 300.0 g/L;;Liquide;RETIRE;25/03/2009;01/10/1992;7700722;ACARION D LIQUIDE;
PPP;9200356;SOFRATION;;SOFT;Produit de revente;;;;;dicofol (Dicofol) 2.0 % | malathion (Malathion) 3.0 % | soufre triture ventile (Sulphur) 60.0 %;;Poudre à pulvériser;RETIRE;06/10/2006;01/10/1992;7700341;MALASOUFRE K;
PPP;9200357;SOFEXVER ACARICIDE;;SOFT;Produit de revente;;;;;parathion-méthyl (Parathion-methyl) 150.0 g/L | Chlorofenizon (Chlorofenizon) 250.0 g/L;;Liquide;RETIRE;08/12/2003;01/10/1992;9100048;METYLDOR ACARICIDE LIQUIDE 2;
PPP;9200358;SOZICUIVRE;;SOFT;Produit de revente;;;;;sulfate de cuivre (Copper compounds) 15.0 % | zinèbe (Zineb) 10.0 %;;Poudre mouillable;RETIRE;20/10/2001;01/10/1992;6900404;SULFADOR;
PPP;9300131;VILMORIN ANTI-MOUSSE SPRAY;;OXADIS;Produit de revente;;Emploi autorisé dans les jardins;;;dichlorophène sel monosodique (Dichlorophen) 25.0 g/L;Herbicide;Suspension aqueuse;RETIRE;28/06/2006;01/04/1993;9000126;FISONS STOP MOUSSES SPRAY;
PPP;9300132;GRANONET;;PHYTEUROP;Deuxième gamme;;;;;diuron (Diuron) 285.0 g/L | terbuthylazine (Terbuthylazine) 185.0 g/L;Herbicide;Suspension concentrée;RETIRE;06/06/2003;01/04/1993;9200480;ELRON;
PPP;9300135;COMPO SOUFRE;;COMPO FRANCE SAS;Produit de revente;;;;;soufre micronisé (Sulphur) 80.0 %;Fongicide;Granulé dispersable;RETIRE;13/10/2006;01/04/1993;9200214;KUMULUS DF;
PPP;9300136;BIRDIE.;;GRAINES LORAS;Produit de référence;;;;;chlorothalonil (Chlorothalonil) 375.0 g/L | cyproconazole (Cyproconazole) 40.0 g/L;;Suspension concentrée;RETIRE;01/06/1993;01/04/1993;;;
PPP;9300137;PHYNOL.SID;;SOCIETE INDUSTRIELLE DE DIFFUSION;Produit de référence;;;;;lénacile (Lenacil) 1.2 % | néburon (Neburon) 1.8 %;Herbicide;Granulé;RETIRE;05/02/1998;01/04/1993;;;
PPP;9300142;CRESCENDO 4;;DOW AGROSCIENCES SAS;Produit de référence;;;;;isoxabène (Isoxaben) 15.8 g/L | linuron (Linuron) 132.0 g/L | trifluraline (Trifluralin) 248.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;10/03/2008;01/04/1993;;;
PPP;9300144;PERAVIX AC;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;anthraquinone (Anthraquinone) 250.0 g/L | Oxyquinoleate de cuivre (Oxyquinoleate de cuivre) 100.0 g/L;;Liquide;RETIRE;07/11/2003;01/06/1993;;;
PPP;9300145;GLIFONET;;TRADI AGRI;Produit de revente;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 180.0 g/L;;Concentré soluble;RETIRE;14/02/2013;01/04/1993;9200512;TANK 180;
PPP;9300149;CENTURY;;BASF FRANCE SAS;Produit de revente;;;;;atrazine (Atrazine) 175.0 g/L | diméthénamide (Dimethenamid) 350.0 g/L;Herbicide;Suspension aqueuse;RETIRE;07/02/2003;01/04/1993;9100492;GUARDSMAN;
PPP;9300150;AZUTHANE;;DOW AGROSCIENCES SAS;Produit de référence;;;;;fenbuconazole (Fenbuconazole) 50.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;06/02/2004;01/04/1993;;;
PPP;9300151;DITHANE LFT;;DOW AGROSCIENCES SAS;Produit de revente;;;;;mancozèbe (Mancozeb) 430.0 g/L;Fongicide;Suspension concentrée;RETIRE;17/08/2007;01/04/1993;8000533 | 8000533;DITHANE LFT. | DITHANE LFT.;
PPP;9300152;GLYPHOROC;;SERVIROC;Produit de revente;;;;;glyphosate sel d'isopropylamine (Glyphosate) 360.0 g/L;;Concentré soluble;RETIRE;04/04/2003;01/04/1993;9100505;MISSILE 360;
PPP;9300154;PERAVIX MG;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;endosulfan (Endosulfan) 250.0 g/L | gamma-HCH (Gamma-HCH) 75.0 g/L | Oxyquinoleate de cuivre (Oxyquinoleate de cuivre) 50.0 g/L;Fongicide | Insecticide;Liquide;RETIRE;05/02/1998;01/06/1993;;;
PPP;9300155;TOTAL CIRANE GF 17;;TOTAL RAFFINAGE DISTRIBUTION  DIRECTION RECHERCHE;Produit de référence;;;;;cire (Cire)   | Paraffine (Paraffine)  ;;Cire;RETIRE;13/10/2006;01/06/1993;;;
PPP;9300159;MISSILE SG;;TRADI AGRI;Produit de référence;;;;;glyphosate sel d'isopropylamine (Glyphosate) 68.0 %;;Granulé dispersable;RETIRE;17/08/2006;01/04/1994;;;
PPP;9300171;BESTSELLER 100;;AGRIPHAR SA;Produit de référence;;;;;alpha-cyperméthrine (Alpha-Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;16/09/2005;02/04/1998;;;
PPP;9300173;EXILERB;;RHONE CHIMIE INDUSTRIE;Produit de revente;;;;;amitrole (Amitrole) 160.0 g/L | bromacil (Bromacil) 45.0 g/L | diuron (Diuron) 130.0 g/L;Herbicide;Suspension aqueuse;RETIRE;08/12/2003;01/04/1993;9100124;HERTIN BROMA D;
PPP;9300174;SODIL SPECIAL FLUIDE;;RHONE POULENC AGRO FRANCE;Produit de revente;;;;;soufre micronisé (Sulphur) 800.0 g/L;;Suspension concentrée;RETIRE;28/06/2006;01/04/1993;7500828;SULTOX SPECIAL FLUIDE;
PPP;9300175;FONGICLOR LIQUIDE VILMORIN;;OXADIS;Produit de référence;;Emploi autorisé dans les jardins;;;Sulfate double d'oxyquinoleine et de potassium (Sulfate double d'oxyquinoleine et de potassium) 140.0 g/L;Fongicide;Suspension aqueuse;RETIRE;18/10/2006;01/04/1993;;;
PPP;9300176;INSECTICIDE DU SOL VILMORIN;;OXADIS;Produit de revente;;Emploi autorisé dans les jardins;;;diazinon (Diazinon) 10.0 %;Insecticide;Microgranulé;RETIRE;06/10/2006;01/04/1993;6500379;BASUDINE 10 GRANULE;
PPP;9300180;ECRAN BLEU DF;;TRADI AGRI;Produit de référence;;Emploi autorisé dans les jardins;;;cuivre de l'hydroxyde de cuivre (Copper compounds) 50.0 %;Fongicide;Granulé dispersable;RETIRE;17/09/2010;01/04/1993;;;
PPP;9300181;ECRAN BLEU PM;;TRADI AGRI;Produit de référence;;Emploi autorisé dans les jardins;;;cuivre de l'hydroxyde de cuivre (Copper compounds) 50.0 %;Fongicide;Poudre mouillable;RETIRE;17/09/2010;01/04/1993;;;
PPP;9300182;SODIL 80;;BAYER SAS;Produit de revente;;;;;soufre micronisé (Sulphur) 80.0 %;;Poudre mouillable;RETIRE;13/10/2006;01/04/1993;7200460;SULTOX 80;
PPP;9300183;REAL;;BAYER SAS;Produit de revente;;;;;anthraquinone (Anthraquinone) 84.0 g/L | triticonazole (Triticonazole) 200.0 g/L;Fongicide;Suspension concentrée;RETIRE;06/06/2003;01/06/1993;9200301;CONCEPT 727;
PPP;9300205;HERBANET;;SEPT D'ARMOR;Produit de revente;;;;;amitrole (Amitrole) 142.0 g/L | bromacil (Bromacil) 42.5 g/L | diuron (Diuron) 100.0 g/L;;Suspension concentrée;RETIRE;08/12/2003;01/06/1993;9200237;TRADIANOL BR 42;
PPP;9300207;FASNET MAJOR B;;PHYTEUROP;Produit de référence;;;;;desmédiphame (Desmedipham) 40.0 g/L | phenmédiphame (Phenmedipham) 120.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;05/02/1998;01/06/1997;;;
PPP;9300208;RAFALE TX;;Evergreen Garden Care France SAS;Deuxième gamme;;;;;amitrole (Amitrole) 125.0 g/L | atrazine (Atrazine) 100.0 g/L | diuron (Diuron) 150.0 g/L;;Suspension concentrée;RETIRE;01/02/1997;01/06/1993;8700298;START;
PPP;9300209;RAFALE GR;;Evergreen Garden Care France SAS;Deuxième gamme;;;;;amitrole (Amitrole) 2.5 % | atrazine (Atrazine) 2.0 % | diuron (Diuron) 3.0 %;;Granulé dispersable;RETIRE;01/02/1997;01/06/1993;8700292;START GRANULE;
PPP;9300212;HERTIN DOSABRO;;PFC SNC;Produit de référence;;;;;amitrole (Amitrole) 40.0 % | bromacil (Bromacil) 14.0 % | diuron (Diuron) 38.0 %;Herbicide;Poudre mouillable;RETIRE;08/12/2003;01/06/1993;;;
PPP;9300528;RPJ DESHERBANT TOTAL GRANULE;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;28/06/2006;01/02/1994;;;
PPP;9300530;RPJ TRAITEMENT TOTAL AEROSOL S;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;bifenthrine (Bifenthrin) 0.1 g/L | propiconazole (Propiconazole) 0.1 g/L;Fongicide | Insecticide;Générateur d'aérosol;RETIRE;31/05/2010;01/10/1997;;;
PPP;9300532;CUPROSAN M;;Evergreen Garden Care France SAS;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 30.0 % | mancozèbe (Mancozeb) 20.0 %;;Poudre mouillable;RETIRE;01/12/2000;01/02/1996;;;
PPP;9300533;OPEN;;SYNGENTA FRANCE SAS;Deuxième gamme;;;;;lambda-cyhalothrine (Lambda-Cyhalothrin) 5.0 g/L | Pyrimicarbe (Pyrimicarbe) 100.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;07/04/2011;01/12/1993;8800395;KARATE K;
PPP;9300534;SOLIMA;;BAYER SAS;Produit de revente;;;;;cyproconazole (Cyproconazole) 240.0 g/L;Fongicide;Concentré. fluidifiable;RETIRE;11/02/2013;01/12/1993;9200481;PAINDOR;
PPP;9300535;CONCORD;;CYANAMID AGRO;Produit de référence;;;;;chlorméquat (Chlormequat) 300.0 g/L | éthéphon (Ethephon) 150.0 g/L | imazaquine (Imazaquin) 10.0 g/L;;Concentré. fluidifiable;RETIRE;07/12/2001;01/02/1996;;;
PPP;9300536;ORNABEL GT;;TRUFFAUT;Produit de revente;;Emploi autorisé dans les jardins;;;dichlobénil (Dichlobenil) 4.0 %;;Granulé;RETIRE;28/06/2006;01/04/1994;7600146;CASORON 4 G;
PPP;9300537;ELGENET;;TRUFFAUT;Produit de revente;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 7.2 g/L;Herbicide;Liquide;RETIRE;06/02/2004;01/04/1997;9300027;MISSILE JARDIN;
PPP;9300538;HERBATAK;;Evergreen Garden Care France SAS;Produit de revente;;;;;diuron (Diuron) 125.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 100.0 g/L;Herbicide;Suspension concentrée;RETIRE;06/02/2004;01/12/1993;9300239;HOCKEY PRO;
PPP;9300539;TAMROK PRO;;MONSANTO SAS;Deuxième gamme;;;;;diuron (Diuron) 125.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 100.0 g/L;;Suspension concentrée;RETIRE;04/04/2003;01/12/1993;9300239;HOCKEY PRO;
PPP;9300540;BUGGY G.S.;;MONSANTO SAS;Produit de référence;;;;;glyphosate sel monosodium (Glyphosate) 24.0 %;;Granulé dispersable;RETIRE;04/04/2003;01/02/1994;;;
PPP;9300541;PARADE;;BAYER SAS;Deuxième gamme;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 10.0 % | folpel (Folpet) 16.0 % | fosétyl (Fosetyl) 30.0 %;;Poudre mouillable / poudrage;RETIRE;06/10/2006;01/12/1993;8500163;PROBAN;
PPP;9300543;AGREEN CONTROL;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 170.0 g/L;Herbicide;Liquide;RETIRE;06/02/2004;01/12/1993;;;
PPP;9300544;WEED DEFEAT;;Evergreen Garden Care France SAS;Deuxième gamme;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 170.0 g/L;Herbicide;Liquide;RETIRE;06/02/2004;01/12/1993;9300543;AGREEN CONTROL;
PPP;9200361;INSECTICIDE VEGETAL ALGONATURE;;ALGOCHIMIE;Produit de revente;;Emploi autorisé dans les jardins;;;roténone (Rotenone) 2.0 %;;Liquide;RETIRE;04/06/2004;01/10/1992;9100618;AGRI 2005;
PPP;9200362;DRAGSTER;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;rimsulfuron (Rimsulfuron) 50.0 % | thifensulfuron (Thifensulfuron-methyl) 25.0 %;Herbicide;Granulé dispersable;RETIRE;28/08/2007;01/12/1993;;;
PPP;9200363;SULFACUIVRE SUPER;;PHYTEUROP;Produit de revente;;;;;sulfate de cuivre (Copper compounds) 17.0 % | manèbe (Maneb) 10.0 %;;Poudre mouillable;RETIRE;28/06/2006;01/10/1992;7800175;SULFACUBE;
PPP;9200364;RAMPAR 5 GR;;PHYTEUROP;Produit de revente;;;;;carbofuran (Carbofuran) 5.0 %;;Microgranulé;RETIRE;05/10/2006;01/10/1992;8800139;BRIFUR  5 G;
PPP;9200365;ARPEGE EPI;;PHYTEUROP;Produit de référence;;;;;chlorothalonil (Chlorothalonil) 250.0 g/L | tétraconazole (Tetraconazole) 62.5 g/L;;Emulsion de type aqueux;RETIRE;29/08/2006;01/10/1992;;;
PPP;9200368;ATRAFORT;;SOMAGRI;Produit de revente;;;;;atrazine (Atrazine) 500.0 g/L;Herbicide;Suspension concentrée;RETIRE;07/02/2003;01/10/1992;7400139;GESAPRIME AUTOSUSPENSIBLE;
PPP;9200371;CHLORMEZYL 500 EC;;AGRIPHAR SA;Produit de référence;;;;;chlorpyriphos-éthyl (Chlorpyrifos) 280.0 g/L | diméthoate (Dimethoate) 220.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;29/08/2007;05/02/1998;;;
PPP;9200372;CYPERFAN 215 EC;;AGRIPHAR SA;Produit de référence;;;;;cyperméthrine (Cypermethrin) 15.0 g/L | endosulfan (Endosulfan) 200.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;26/06/2006;01/02/1995;;;
PPP;9200373;CYPERDIM 220 EC;;AGRIPHAR SA;Produit de référence;;;;;cyperméthrine (Cypermethrin) 20.0 g/L | diméthoate (Dimethoate) 200.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;06/04/2001;01/10/1994;;;
PPP;9200374;CYTHRINE 10 EC;;AGRIPHAR SA;Produit de référence;;;;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;04/05/2011;01/12/1994;;;
PPP;9200376;STANZA HF;;BAYER SAS;Produit de référence;;;;;fenpropimorphe (Fenpropimorph) 281.0 g/L | prochloraze (Prochloraz) 225.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;08/09/2010;01/10/1992;;;
PPP;9200377;AFIDEX;;SCAC FISONS;Produit de revente;;Emploi autorisé dans les jardins;;;deltaméthrine (Deltamethrin) 2.5 g/L;Insecticide;Concentré émulsionnable;RETIRE;13/12/2007;01/10/1997;8000487 | 8000487;KOTHRIN JARDINS 2,5 | KOTHRIN JARDINS 2,5;
PPP;9200378;BAGAR EV;;BAYER SAS (ENVIRONMENTAL);Produit de revente;;;;;diuron (Diuron) 200.0 g/L | hexazinone (Hexazinone) 25.0 g/L;Herbicide;Suspension concentrée;RETIRE;06/06/2003;01/10/1992;8400540;VELPAR KF;
PPP;9200381;FLIBUST GD;;BAYER SAS;Produit de référence;;;;;carbendazime (Carbendazim) 35.0 g/kg | folpel (Folpet) 500.0 g/kg | thirame (Thiram) 270.0 g/kg;;Granulé dispersable;RETIRE;;01/10/1993;;;
PPP;9200382;CIGEV CICATRISANT;;CIBA GEIGY;Produit de revente;;;;;Oxyquinoleate de cuivre (Oxyquinoleate de cuivre) 6.0 %;;Crème fluide;RETIRE;08/07/2002;01/10/1992;8600213;QUINO CHANCRE S;
PPP;9200386;MYCO 500;;CMPA;Produit de revente;;;;;folpel (Folpet) 500.0 g/L;Fongicide;Suspension concentrée;RETIRE;06/10/2006;01/10/1992;7700707;PHALTANE 500 L;
PPP;9200394;PILIER;;ADAMA FRANCE SAS;Produit de référence;;;;;beta-cyfluthrine (Beta-Cyfluthrin) 12.5 g/L | fénitrothion (Fenitrothion) 275.0 g/L;;Concentré émulsionnable;RETIRE;11/12/2007;01/10/1993;;;
PPP;9200396;MAGIC STZ;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;fenpropimorphe (Fenpropimorph) 281.0 g/L | prochloraze (Prochloraz) 225.0 g/L;;Concentré émulsionnable;RETIRE;01/06/1993;01/10/1992;;;
PPP;9200397;BERET;;SYNGENTA AGRO S.A.S.;Produit de revente;;;;;anthraquinone (Anthraquinone) 125.0 g/L | fenpiclonil (Fenpiclonil) 50.0 g/L;;Suspension concentrée;RETIRE;08/07/2002;01/10/1992;9100086;SIMAFOR;
PPP;9200414;BASF HJ ANTI-LIMACES REPULSIF;;COMPO HORTICULTURE ET JARDIN SAS;Produit de revente;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Appât sur grains;RETIRE;28/06/2006;01/10/1992;8900124;ANTILIMACES CLARTEX + R;
