numero AMM;nom produit;Libellé court;Libellé long;
2190509;REVYSTAR;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190509;REVYSTAR;C1;Sensibilisants cutanés - Catégorie 1;
2190509;REVYSTAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190509;REVYSTAR;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2190509;REVYSTAR;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2190509;REVYSTAR;AT;Mention d'avertissement : Attention;
9900411;RETRIEVE 20;C1;Danger par aspiration - Catégorie 1;
9900411;RETRIEVE 20;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9900411;RETRIEVE 20;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9900411;RETRIEVE 20;C1;Sensibilisants cutanés - Catégorie 1;
9900411;RETRIEVE 20;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9900411;RETRIEVE 20;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9900411;RETRIEVE 20;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9900411;RETRIEVE 20;C3;Liquides inflammables - Catégorie 3;
9900411;RETRIEVE 20;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9900411;RETRIEVE 20;DA;Mention d'avertissement : Danger;
2170700;REDIGO PRO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170700;REDIGO PRO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170700;REDIGO PRO;AT;Mention d'avertissement : Attention;
2060127;REDIGO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2060127;REDIGO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2060127;REDIGO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2060127;REDIGO;AT;Mention d'avertissement : Attention;
2090186;ROXY 800 EC;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090186;ROXY 800 EC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090186;ROXY 800 EC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090186;ROXY 800 EC;AT;Mention d'avertissement : Attention;
2210192;ROXY 800;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210192;ROXY 800;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2210192;ROXY 800;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210192;ROXY 800;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210192;ROXY 800;AT;Mention d'avertissement : Attention;
2160749;ROTATE SC;C2;Toxiques pour la reproduction - Catégorie 2;
2160749;ROTATE SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160749;ROTATE SC;AT;Mention d'avertissement : Attention;
2190311;RUBIN PLUS;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2190311;RUBIN PLUS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190311;RUBIN PLUS;Effets allaitement;Toxiques pour la reproduction - Effets sur ou via l'allaitement;
2190311;RUBIN PLUS;AT;Mention d'avertissement : Attention;
2171035;SEXTAN 25 EW;C4;Toxicité aiguë par voie orale - Catégorie 4;
2171035;SEXTAN 25 EW;C4;Toxicité aiguë par inhalation - Catégorie 4;
2171035;SEXTAN 25 EW;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2171035;SEXTAN 25 EW;C2;Toxiques pour la reproduction - Catégorie 2;
2171035;SEXTAN 25 EW;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2171035;SEXTAN 25 EW;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2171035;SEXTAN 25 EW;AT;Mention d'avertissement : Attention;
2171035;SEXTAN 25 EW;AT;Mention d'avertissement : Attention;
2171035;SEXTAN 25 EW;DA;Mention d'avertissement : Danger;
2190321;SESTO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190321;SESTO;C1;Sensibilisants cutanés - Catégorie 1;
2190321;SESTO;C2;Cancérogénicité - Catégorie 2;
2190321;SESTO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190321;SESTO;AT;Mention d'avertissement : Attention;
2160305;SEMPRA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160305;SEMPRA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190956;TESORO 250;C4;Toxicité aiguë par voie orale - Catégorie 4;
2190956;TESORO 250;C4;Toxicité aiguë par inhalation - Catégorie 4;
2190956;TESORO 250;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2190956;TESORO 250;C2;Toxiques pour la reproduction - Catégorie 2;
2190956;TESORO 250;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2190956;TESORO 250;DA;Mention d'avertissement : Danger;
2200063;TENSTAR;C4;Toxicité aiguë par voie orale - Catégorie 4;
2200063;TENSTAR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200063;TENSTAR;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2200063;TENSTAR;C2;Toxiques pour la reproduction - Catégorie 2;
2200063;TENSTAR;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200063;TENSTAR;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2200063;TENSTAR;DA;Mention d'avertissement : Danger;
2170995;TEBUCUR 250 EW;C4;Toxicité aiguë par voie orale - Catégorie 4;
2170995;TEBUCUR 250 EW;C4;Toxicité aiguë par inhalation - Catégorie 4;
2170995;TEBUCUR 250 EW;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2170995;TEBUCUR 250 EW;C2;Toxiques pour la reproduction - Catégorie 2;
2170995;TEBUCUR 250 EW;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170995;TEBUCUR 250 EW;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2170995;TEBUCUR 250 EW;DA;Mention d'avertissement : Danger;
2030255;TEBUCUR 250;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2030255;TEBUCUR 250;C2;Toxiques pour la reproduction - Catégorie 2;
2030255;TEBUCUR 250;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2030255;TEBUCUR 250;DA;Mention d'avertissement : Danger;
2110148;THORE;C1;Danger par aspiration - Catégorie 1;
2110148;THORE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2110148;THORE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2110148;THORE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2110148;THORE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110148;THORE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2110148;THORE;DA;Mention d'avertissement : Danger;
2210113;TOMIGAN 200;C1;Danger par aspiration - Catégorie 1;
2210113;TOMIGAN 200;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2210113;TOMIGAN 200;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2210113;TOMIGAN 200;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2210113;TOMIGAN 200;DA;Mention d'avertissement : Danger;
9900412;TOMIGAN 20;C1;Danger par aspiration - Catégorie 1;
9900412;TOMIGAN 20;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9900412;TOMIGAN 20;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9900412;TOMIGAN 20;C1;Sensibilisants cutanés - Catégorie 1;
9900412;TOMIGAN 20;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9900412;TOMIGAN 20;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9900412;TOMIGAN 20;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9900412;TOMIGAN 20;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9900412;TOMIGAN 20;C3;Liquides inflammables - Catégorie 3;
9900412;TOMIGAN 20;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9900412;TOMIGAN 20;DA;Mention d'avertissement : Danger;
9000619;TOLURGAN 50 SC;C2;Cancérogénicité - Catégorie 2;
9000619;TOLURGAN 50 SC;C2;Toxiques pour la reproduction - Catégorie 2;
9000619;TOLURGAN 50 SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9000619;TOLURGAN 50 SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9000619;TOLURGAN 50 SC;AT;Mention d'avertissement : Attention;
2130091;TOISEAU;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130091;TOISEAU;AT;Mention d'avertissement : Attention;
2090039;ETHOFOL 500 SC;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2180223;DICAGARD 480 SL;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2180223;DICAGARD 480 SL;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2180223;DICAGARD 480 SL;AT;Mention d'avertissement : Attention;
2160208;TRINITY;C2;Cancérogénicité - Catégorie 2;
2160208;TRINITY;C2;Toxiques pour la reproduction - Catégorie 2;
2160208;TRINITY;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160208;TRINITY;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160208;TRINITY;AT;Mention d'avertissement : Attention;
2170211;TRIBENSTAR;C1;Sensibilisants cutanés - Catégorie 1;
2170211;TRIBENSTAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170211;TRIBENSTAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170211;TRIBENSTAR;AT;Mention d'avertissement : Attention;
2190882;TRACIAFIN PLUS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190882;TRACIAFIN PLUS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190882;TRACIAFIN PLUS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190882;TRACIAFIN PLUS;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2190882;TRACIAFIN PLUS;AT;Mention d'avertissement : Attention;
2170035;TURBAN;C1;Sensibilisants cutanés - Catégorie 1;
2170035;TURBAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170035;TURBAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170035;TURBAN;AT;Mention d'avertissement : Attention;
9000490;STRATOS ULTRA;C1;Danger par aspiration - Catégorie 1;
9000490;STRATOS ULTRA;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9000490;STRATOS ULTRA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9000490;STRATOS ULTRA;C2;Toxiques pour la reproduction - Catégorie 2;
9000490;STRATOS ULTRA;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9000490;STRATOS ULTRA;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9000490;STRATOS ULTRA;DA;Mention d'avertissement : Danger;
2210421;WEINTEC;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210421;WEINTEC;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2210421;WEINTEC;AT;Mention d'avertissement : Attention;
2210475;MOSKISAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210475;MOSKISAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210475;MOSKISAN;AT;Mention d'avertissement : Attention;
2210140;TRIBECA SYNC TEC;C2;Cancérogénicité - Catégorie 2;
2210140;TRIBECA SYNC TEC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210140;TRIBECA SYNC TEC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210140;TRIBECA SYNC TEC;AT;Mention d'avertissement : Attention;
2130266;SOLEIL;C1;Danger par aspiration - Catégorie 1;
2130266;SOLEIL;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2130266;SOLEIL;C2;Toxiques pour la reproduction - Catégorie 2;
2130266;SOLEIL;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130266;SOLEIL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130266;SOLEIL;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2130266;SOLEIL;DA;Mention d'avertissement : Danger;
2170687;SCAB 80 WG;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2170687;SCAB 80 WG;C1;Sensibilisants cutanés - Catégorie 1;
2170687;SCAB 80 WG;C2;Cancérogénicité - Catégorie 2;
2170687;SCAB 80 WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170687;SCAB 80 WG;AT;Mention d'avertissement : Attention;
2140184;PROLECTUS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140184;PROLECTUS;AT;Mention d'avertissement : Attention;
8600031;STABILAN;C3;Toxicité aiguë par voie orale - Catégorie 3;
8600031;STABILAN;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
8600031;STABILAN;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
8600031;STABILAN;DA;Mention d'avertissement : Danger;
9800293;KERRIN 3C;C3;Toxicité aiguë par voie orale - Catégorie 3;
9800293;KERRIN 3C;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9800293;KERRIN 3C;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
9800293;KERRIN 3C;DA;Mention d'avertissement : Danger;
9100296;CHARDOL 600;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9100296;CHARDOL 600;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9100296;CHARDOL 600;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9100296;CHARDOL 600;DA;Mention d'avertissement : Danger;
2000517;CHAMP FLO AMPLI;C4;Toxicité aiguë par voie orale - Catégorie 4;
2000517;CHAMP FLO AMPLI;C4;Toxicité aiguë par inhalation - Catégorie 4;
2000517;CHAMP FLO AMPLI;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2000517;CHAMP FLO AMPLI;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2000517;CHAMP FLO AMPLI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2000517;CHAMP FLO AMPLI;AT;Mention d'avertissement : Attention;
2200521;ZONOR;C4;Toxicité aiguë par voie orale - Catégorie 4;
2200521;ZONOR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200521;ZONOR;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2200521;ZONOR;C2;Toxiques pour la reproduction - Catégorie 2;
2200521;ZONOR;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200521;ZONOR;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2200521;ZONOR;AT;Mention d'avertissement : Attention;
2200521;ZONOR;DA;Mention d'avertissement : Danger;
2200904;WASAN;C1;Danger par aspiration - Catégorie 1;
2200904;WASAN;C4;Toxicité aiguë par voie orale - Catégorie 4;
2200904;WASAN;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2200904;WASAN;C2;Toxiques pour la reproduction - Catégorie 2;
2200904;WASAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200904;WASAN;DA;Mention d'avertissement : Danger;
2150051;VARIANO XPRO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150051;VARIANO XPRO;C1;Sensibilisants cutanés - Catégorie 1;
2150051;VARIANO XPRO;C2;Cancérogénicité - Catégorie 2;
2150051;VARIANO XPRO;C2;Toxiques pour la reproduction - Catégorie 2;
2150051;VARIANO XPRO;TSOC-Unique 3;Historique - Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires;
2150051;VARIANO XPRO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150051;VARIANO XPRO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150051;VARIANO XPRO;AT;Mention d'avertissement : Attention;
2160005;VERIGAL D+;C4;Toxicité aiguë par voie orale - Catégorie 4;
2160005;VERIGAL D+;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160005;VERIGAL D+;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160005;VERIGAL D+;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160005;VERIGAL D+;AT;Mention d'avertissement : Attention;
2160005;VERIGAL D+;AT;Mention d'avertissement : Attention;
2170781;ZOXIS 250 SC;C4;Toxicité aiguë par inhalation - Catégorie 4;
2170781;ZOXIS 250 SC;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2170781;ZOXIS 250 SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170781;ZOXIS 250 SC;AT;Mention d'avertissement : Attention;
2190652;VISUL WG;SCL;Exempté de classement;
2080094;HAUBAN;C1;Sensibilisants cutanés - Catégorie 1;
2080094;HAUBAN;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2080094;HAUBAN;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2080094;HAUBAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2080094;HAUBAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080094;HAUBAN;DA;Mention d'avertissement : Danger;
2130068;COMPIL;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130068;COMPIL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130068;COMPIL;AT;Mention d'avertissement : Attention;
2200518;PREPARE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200518;PREPARE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200518;PREPARE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200518;PREPARE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2200518;PREPARE;AT;Mention d'avertissement : Attention;
2210843;INSECTICIDE ACARICIDE BIO MASSÓ;C1;Danger par aspiration - Catégorie 1;
2210843;INSECTICIDE ACARICIDE BIO MASSÓ;DA;Mention d'avertissement : Danger;
2170691;TAVAS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170691;TAVAS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170691;TAVAS;AT;Mention d'avertissement : Attention;
2090095;SAROUAL;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090095;SAROUAL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090095;SAROUAL;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2090095;SAROUAL;AT;Mention d'avertissement : Attention;
9600395;DELAN WG;C3;Toxicité aiguë par voie orale - Catégorie 3;
9600395;DELAN WG;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9600395;DELAN WG;C1;Sensibilisants cutanés - Catégorie 1;
9600395;DELAN WG;C2;Cancérogénicité - Catégorie 2;
9600395;DELAN WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600395;DELAN WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
